name,category,formula(repeating unit),crystal system,color,crystal habit,fracture,mohs scale hardness,luster,specific gravity,polish luster,optical properties,refractive index,birefringence,pleochroism,ultraviolet fluorescence,absorption spectra,ima symbol,crystal class,space group,unit cell,formula mass,cleavage,tenacity,streak,diaphaneity,2v angle,fusibility,strunz classification,twinning,dana classification,density,dispersion,solubility,satin spar,selenite,alabaster,other characteristics,lustre,melting point,common impurities,hessonite,tsavorite,leuco-garnet,rosolite,alexandrite,cymophane,diagnostic features,alters to,demantoid,melanite,topazolite,achroite,indicolite,rubellite,verdelite,type,subgroups,composition,total known specimens,jmol (3d),pronunciation,appearance,"",atomic number (z),group,period,block,electron configuration,electrons per shell,phase atstp,boiling point,density (nearr.t.),whenliquid (atm.p.),critical point,heat of fusion,heat of vaporization,molar heat capacity,oxidation states,electronegativity,ionization energies,atomic radius,covalent radius,van der waals radius,natural occurrence,crystal structure,speed of sound thinrod,thermal expansion,thermal conductivity,electrical resistivity,magnetic ordering,molar magnetic susceptibility,young's modulus,shear modulus,bulk modulus,poisson ratio,mohs hardness,vickers hardness,brinell hardness,cas number,discovery,first isolation,titanclinohumite,classification,primary,secondary,fluorcanasite,frankamenite,mesh,ta98,ta2,th,fma,hackmanite,extinction,pyrope,almandine,spessartine,andradite,grossular,uvarovite,nickeloan rosasite,length fast/slow,magnetism,use/purpose,similar occurrences,alternative name,allotropes,recognized as an element by,mineral association,sapphire,ruby,emery,troostite,chinese,hanyu pinyin,ipa,yale romanization,jyutping,hokkien poj,teochew peng'im,vietnamese alphabet,hangul,hanja,revised romanization,kanji,romanization,traditionalchinese,simplified chinese,literal meaning,wade–giles,relief,optical sign,color in ppl,fabric,protoliths,tanzanite,thulite,manganophyllite
sphalerite,sulfide mineral,"(zn,fe)s",cubic,"light to dark brown, red-brown, yellow, red, green, light blue, black and colourless.",euhedral crystals – occurs as well-formed crystals showing good external form. granular – generally occurs as anhedral to subhedral crystals in matrix.,uneven to conchoidal,3.5–4,"adamantine, resinous, greasy",3.9–4.2,,isotropic,nα = 2.369,,,,,sp[1],hextetrahedral (43m) h-m symbol: (4 3m),f43m (no. 216),a = 5.406å; z=4,,perfect dodecahedral on [011],,"brownish white, pale yellow","transparent to translucent, opaque when iron-rich",,,2.cb.05a,"simple contact twins or complex lamellar forms, twin axis [111]",02.08.02.01,,,,,,,"non-radioactive, non-magnetic, fluorescent and triboluminescent.",,,,,,,,,,,,,,,,,,,,,,,interactive image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andradite,garnet group,ca3fe2(sio4)3,cubic,"yellow, greenish yellow to emerald-green, dark green; brown, brownish red, brownish yellow; grayish black, black; may be sectored","commonly well-crystallized dodecahedra, trapezohedra, or combinations, also granular to massive",conchoidal to uneven,6.5 to 7,"adamantine to resinous, dull",3.859 calculated; 3.8–3.9 measured,,"isotropic, typically weakly anisotropic",n = 1.887,,,,"demantoid – 440nm band or complete absorption at 440nm and below, may also have lines at 618, 634, 685, 690nm [2]",adr[1],hexoctahedral (m3m) h-m symbol: (4/m 3 2/m),ia3d,a = 12.056å; z=8,,none,brittle,white,transparent to translucent,,,9.ad.25,,,,,,,,,,,,,,,,,,,,,transparent light to dark green to yellow-green,opaque black,"transparent to translucent yellow, may show chatoyancy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grossular,nesosilicate,ca3al2(sio4)3,cubic[2],"light to dark green, light to dark yellow to reddish brown, brown, orange, red, yellow, green, white, occasionally translucent to opaque pink. it is also but rarely
found in colorless form[2]",,conchoidal to uneven[2],6.5 to 7[2],greasy to vitreous[2],3.61 (+.15 -.04),vitreous[2],"single refractive, often anomalous double refractive[2]",1.740 (+.12 -.04)[2],none,none,near colorless to light green – inert to weak orange in longwave and weak yellow-orange in shortwave; yellow – inert to weak orange in longwave and shortwave[2],hessonite sometimes shows bands at 407 and 430nm,grs[1],hexoctahedral (m3m) h-m symbol: (4/m 3 2/m),ia3d,,,none,,brown,,,,9.ad.25,,,,.028,,,,,,,,,yellow-red to reddish-orange,intense green to yellowish green,transparent and colorless[3],translucent to opaque pink grossularite crystals in marble from mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feldspar,tectosilicate,kalsi3o8– naalsi3o8– caal2si2o8,triclinic or monoclinic,"pink, white, gray, brown, blue",,along cleavage planes,6.0–6.5,vitreous,2.55–2.76,,,1.518–1.526,first order,none,,,fsp[1],,,,,two or three,,white,opaque,,,,,,2.56,,,,,,exsolution lamellae common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chrysotile,phyllosilicateskaolinite-serpentine group,mg3(si2o5)(oh)4(ideal),monoclinic: clinochrysotile (most common)orthorhombic: orthochrysotile and parachrysotile (both rare),white to greyish green,acicular,fibrous,2.5–3,,,,biaxial positive,"nα = 1.569, nγ = 1.570",0.001 (max),,,,ctl[1],clinochrysotile: prismatic (2/m)orthochrysotile and parachrysotile: pyramidal (mm2),clinochrysotile: c2/morthochrysotile and parachrysotile: ccm21,,277.11 g/mol (ideal),,,white,translucent,,"dehydrates at 550–750°c (1,022–1,382°f)",9.ed.15,,,2.53g/ml,relatively weak,insoluble in waterfibres degrade in dilute acid,,,,,silky,"600–850°c (1,112–1,562°f) (decomposes)",,,,,,,,"white to grayish green thin, flexible curved fiber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parallel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hureaulite,phosphate minerals,mn2+5(po3oh)2(po4)2·4h2o,monoclinic,"orange, red, yellow, brown, grey or nearly colourless","crystals are short prismatic parallel to (100) or equant, sometimes thick tabular, also massive or imperfectly fibrous[2]",uneven,3.5,,"3.18 - 3.2 (measured), 3.23 (calculated)",,biaxial (-),nα = 1.640 – 1.654 nβ = 1.649 – 1.659  nγ = 1.655 – 1.662,δ = 0.012,"x colourless, y yellow to pale rose, z reddish yellow to reddish brown",,,hur[1],prismatic (2/m) (same h-m symbol),c2/c,a = 17.594(10)å b = 9.086(5)å c = 9.404(5)å β = 96.67(8)°; z=4,728.65 g/mol,{100} good,brittle,nearly white,transparent to translucent,greater than 60°,,8.cb.10 (10 ed) 7/c.04-10 (8 ed),,39.2.1.1,,"r<v, very strong[3]",easily soluble in acids.,,,,,vitreous to greasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnesite,carbonate mineral,mgco3,trigonal,"colorless, white, pale yellow, pale brown, faintly pink, lilac-rose","usually massive, rarely as rhombohedrons or hexagonal prisms",conchoidal,3.5 – 4.5,vitreous,3.0 – 3.2,,uniaxial (-),nω=1.508 – 1.510 nε=1.700,0.191,,,,mgs[1],hexagonal scalenohedral (3m)h-m symbol: (3 2/m),r3c,,,[1011] perfect,brittle,white,transparent to translucent,,infusible,5.ab.05,,,,,effervesces in hot hcl,,,,may exhibit pale green to pale blue fluorescence and phosphorescence under uv; triboluminescent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olivine,nesosilicateolivine groupolivine series,"(mg,fe)2sio4",orthorhombic,yellow to yellow-green,massive to granular,conchoidal,6.5–7.0,vitreous,3.2–4.5[2][3][4][5],,biaxial (+),nα = 1.630–1.650nβ = 1.650–1.670nγ = 1.670–1.690,δ = 0.040,,,,ol[1],,pbnm (no. 62),,,poor,brittle,colorless or white,transparent to translucent,,,9.ac.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayldonite,arsenate minerals,pbcu3(aso4)2(oh)2,monoclinic,"green, apple-green",mammillary crust,"irregular/uneven, conchoidal, sub-conchoidal, fibrous",4+1⁄2,"resinous, waxy, greasy",,,biaxial (+),nα = 1.951 nβ = 1.970 nγ = 1.991,0.040,non-pleochroic,,,bay[1],prismatic (2/m) (same h-m symbol),c2/c,,,none observed,brittle,siskin green to apple green,"transparent, translucent",89°,,8.bh.45,pseudoscalenohedral trillings with the composition plane,,"5.24–5.65 g/cm3 (measured), 5.707 g/cm3 (calculated)",r < v strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y^elongation = 45°; x=b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asbestos,silicate minerals,,"orthorhombic, monoclinic","green, red, yellow, white, gray, blue","amorphous, granular, massive",fibrous,2.5.6.0,silky,2.4–3.3,,biaxial,1.53–1.72,0.008,,non-fluorescent,,,,,,277.11 g,prismatic,,white,,20° to 60°,,09.ed.15,,71.01.02d.03,,relatively weak,,,,,,,"400 to 1,040°c (752 to 1,904°f)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parallel or oblique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
realgar,sulfide mineral,as4s4 or ass,monoclinic,"red to yellow-orange; in polished section, pale gray, with abundant yellow to red internal reflections","prismatic striated crystals; more commonly massive, coarse to fine granular, or as incrustations",,1.5–2,resinous to greasy,3.56,,biaxial (-),nα = 2.538 nβ = 2.684 nγ = 2.704,δ = 0.166,nearly colorless to pale golden yellow,,,rlg[1],prismatic (2/m) (same h-m symbol),p21/n (no. 14),a = 9.325(3)å b = 13.571(5)å c = 6.587(3)å β = 106.43°; z=16,,"good on {010}; less so on {101}, {100}, {120}, and {110}","sectile, slightly brittle",red-orange to red,transparent,40°,,2.fa.15a,contact twins on {100},,,"r > v, very strong",,,,,"toxic and carcinogenic.
disintegrates on long exposure to light to a powder composed of pararealgar or arsenolite and orpiment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agrellite,inosilicates,naca2si4o10f,triclinic,"white, grayish-white, greenish-white","lath - shaped like a small, thin plaster lath, rectangular in shape",,5.5,pearly,2.88,,biaxial,nα = 1.567 nβ = 1.579 nγ = 1.581,δ = 0.014,,,,are[1],pinacoidal (1) (same h-m symbol),p1,,,perfect [110],,white,translucent,,,9.dh.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phosphophyllite,phosphate minerals,hydrated zinc phosphate (zn2fe(po4)2·4h2o),monoclinic,blue-green to colourless,prismatic,conchoidal,3.5,vitreous,3.1,,biaxial (-),"nα = 1.595 - 1.599, nβ = 1.614 - 1.617, nγ = 1.616 - 1.620",0.021,,,,pp[1],prismatic (2/m) (same h-m symbol),p21/c,,448.40 g/mol,"[100] perfect, [010] distinct, [102] distinct",,white,transparent,"measured 44°, calculated 34°",,8.ca.40,common,,,,,,,,,,,manganese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaolinite,phyllosilicates kaolinite-serpentine group,"al2si2o5(oh)4, or in oxide notation: al2o3·2sio2·2h2o",triclinic,"white to cream, sometimes red, blue or brown tints from impurities and pale-yellow; also often stained various hues, tans and browns being common.","rarely as crystals, thin plates or stacked. more commonly as microscopic pseudohexagonal plates and clusters of plates, aggregated into compact, claylike masses",,2–2.5,pearly to dull earthy,2.16–2.68,,biaxial (–),"nα = 1.553–1.565, nβ = 1.559–1.569, nγ = 1.569–1.570",,,,,kln[1],pedial (1) (same h-m symbol),p1,"a = 5.13å, b = 8.89å c = 7.25å; α = 90° β = 104.5°, γ = 89.8°; z=2",,perfect on {001},flexible but inelastic,white,,"measured: 24° to 50°, calculated: 44°",,9.ed.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gāolǐng shí,[káʊ.lìŋʂɨ̌],,,,,,,,,,,高嶺石,高岭石,"""gaoling stone""",kao1-ling3 shih2,,,,,,,,
richterite,inosilicates,na(naca)mg5si8o22(oh)2#,monoclinic,"brown, yellow, red, or green",prismatic; acicular or asbestiform,"uneven, brittle",5-6,vitreous,3.0-3.5,,biaxial (-),nα = 1.615 nβ = 1.629 nγ = 1.636,δ = 0.021,"strong: pale yellow, orange, and red",,,rct[1],prismatic (2/m) (same h-m symbol),c2/m,,,perfect,,pale yellow,transparent to translucent,68° measured,,9.de.20,simple or multiple parallel to {100},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
legrandite,arsenate minerals,zn2(aso4)(oh)·(h2o),monoclinic,"bright yellow, wax-yellow, colorless","crystalline, prismatic, typically in sprays or sheaflike aggregates",conchoidal,4.5-5,vitreous,3.98–4.01,,biaxial (+),nα = 1.675 - 1.702 nβ = 1.690 - 1.709 nγ = 1.735 - 1.740,δ = 0.060,x = y = colorless to yellow z = yellow,,,leg[1],prismatic (2/m) (same h-m symbol),p21/c,"a = 12.805(2), b = 7.933(1) c = 10.215(2)[å]; β = 104.23°; z=8",,"imperfect, poor one {100}",brittle,white,transparent to translucent,measured: 50°,,8.dc.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
microcline,tectosilicate,kalsi3o8,,"white, grey, greyish yellow, yellowish, tan, salmon-pink, bluish green, green.",can be anhedral or euhedral. grains are commonly elongate with a tabular appearance. may contain lamellae which formed from exsolved albite.,uneven,6-6.5,vitreous,2.5-2.6,,biaxial negative,nα = 1.514 - 1.529 nβ = 1.518 - 1.533 nγ = 1.521 - 1.539,up to first order white (roughly 0.007),n/a,,,mcc[1],,p1  (no. 2),,,has perfect cleavage parallel to {001} and good cleavage on {010}. cleavages intersect at 90°41'. it can be difficult to see cleavage in thin section due to microcline's low relief.,brittle,white,"transparent, translucent",65–88°,,,"typically displays albite twinning and pericline twinning. this combination leads to a grid pattern, hence microcline displays gridiron twinning. can also display carlsbad twinning, simple twins, or lack twinning altogether. lamellae in microcline are discontinuous and ""pinch and swell.""
 photomicrograph of thin section of microcline showing crosshatched crystal twinning (in cross polarized light)",,,,,,,,,,,,,,,,,,"gridiron twinning distinguishes microcline from other feldspars. distinguishable from plagioclase because the lamellae in plagioclase are continuous and do not ""pinch and swell.""",commonly alters to sericite or clay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inclined extinction to cleavage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low negative relief,biaxial negative,colorless,,,,,
azurmalachite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wilkeite,nesosilicates apatite structural group,ca10(sio4)3(so4)3f2[1],hexagonal,"light red, yellow, bluish green or colorless","acicular or hexagonal prismatic crystals, and fine-grained aggregates",conchoidal,4+1⁄2,sub-resinous to vitreous[3],3.03 to 3.07,,uniaxial (-),"nω = 1.638(2), nε = 1.632(2);[4]
nω = 1.655, nε = 1.650[5]",,,,,fel[2],dipyramidal (6/m) h-m symbol: (6/m),p63/m,,503.55 g/mol,imperfect on {0001},very brittle,white with a weak bluish tint,transparent to translucent,,,9.ah.25 (10 ed) 8/b.27-10 (8 ed),,52.04.09.03,,,easily soluble in dilute hydrochloric and nitric acids[3],,,,sometimes fluorescent. not radioactive.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cavansite,silicate mineral,ca(vo)si4o10·4(h2o),orthorhombic,brilliant sky-blue to greenish blue,radiating acicular prismatic crystals commonly as spherulitic rosettes,,3 - 4,"vitreous, pearly",2.25 - 2.33,,biaxial (+),nα = 1.542(2) nβ = 1.544(2) nγ = 1.551(2),δ = 0.009,visible: x=z= colorless  y= blue,,,cav[1],dipyramidal (mmm) h–m symbol: (2/m 2/m 2/m),pcmn,"a = 9.792(2)å, b = 13.644(3)å, c = 9.629(2)å; z=4",,good on {010},brittle,bluish-white,transparent,measured: 52°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-foliated,quartz sandstone,,,
zoisite,sorosilicate - epidote group,ca2al3(sio4)(si2o7)o(oh),orthorhombic,"white, gray, greenish brown, greenish gray, pink, blue, purple",prismatic crystals with striations; massive to columnar,uneven to conchoidal,6 to 7,"vitreous, pearly on cleavage surfaces",3.10–3.36,,biaxial positive,nα = 1.696 - 1.700 nβ = 1.696 - 1.702 nγ = 1.702 - 1.718,0.006-0.018,x = pale pink to red-violet; y = nearly colorless to bright pink or deep blue; z = pale yellow to yellow-green,,,zo[1],dipyramidal (mmm) h-m symbol: (2/m 2/m 2/m),pnma,,,perfect {010} imperfect {100},,white or colorless,transparent to translucent,,,9.bg.10,,58.2.1b.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gem-quality zoisite, blue-purple",pink,
aventurine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biotite,phyllosilicate,"k(mg,fe)3(alsi3o10)(f,oh)2",monoclinic,"dark brown, greenish-brown, blackish-brown, yellow",massive to platy,micaceous,2.5–3.0,vitreous to pearly,2.7–3.3[2],,biaxial (-),nα = 1.565–1.625 nβ = 1.605–1.675 nγ = 1.605–1.675,δ = 0.03–0.07,strong,none,,bt[1],prismatic (2/m) (same h-m symbol),c2/m,,,perfect on the {001},"brittle to flexible, elastic",white,transparent to translucent to opaque,,,,"common on the [310], less common on the {001}",,,r < v (fe rich); r > v weak (mg rich),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"k(fe,mg,mn)3alsi3o10(oh)2"
erythrite,arsenate mineral,co3(aso4)2·8h2o,monoclinic,"crimson to peach-red, pale rose, or pink, may be zoned","radial or stellate aggregates, fibrous, drusy; usually powdery and massive - rarely as striated prismatic crystals",,1.5 - 2.5,"subadamantine, pearly on cleavages",3.06,,biaxial (+),nα = 1.626 - 1.629 nβ = 1.662 - 1.663 nγ = 1.699 - 1.701,δ = 0.073,visible: x = pale pinkish to pale rose; y = pale violet to pale violet-rose; z = deep red,,,ery[1],prismatic (2/m) (same h-m symbol),c2/m,,,perfect on {010}; poor on {100} and {102}.,sectile,pale red to pink,transparent to translucent,,,8.ce.40,,40.03.06.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sinhalite,mineral,,orthorhombic,,,,6+1⁄2-7,,,,,,,,,,shl[1],,,,,,,,,,,,,,3.475-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlorastrolite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhodolite,"pyrope variety, nesosilicate","(mg,fe)3al2(sio4)3",cubic,light to dark purplish red through reddish purple,,conchoidal,7.0–7.5,greasy to vitreous,3.84±0.10,vitreous,"single refractive, often anomalous double refractive",1.760+0.010−0.020,none,none,inert,"usually at 504, 520, and 573nm, may also have faint lines at 423, 460, 610, and 680–690nm",,,,,,"none, may show indistinct parting",,,,,,,,,,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
londonite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anhydrite,sulfate mineral,caso4,orthorhombic,"colorless to pale blue or violet if transparent; white, mauve, rose, pale brown or gray from included impurities","rare tabular and prismatic crystals. usually occurs as fibrous, parallel veins that break off into cleavage fragments. also occurs as grainy, massive, or nodular masses",conchoidal,3.5,pearly on {010} vitreous to greasy on {001} vitreous on {100},2.97,,biaxial (+),nα = 1.567–1.574 nβ = 1.574–1.579 nγ = 1.609–1.618,δ = 0.042–0.044,for violet varieties x = colorless to pale yellow or rose y = pale violet or rose z = violet.,,,anh[1],dipyramidal (mmm) h–m symbol: (2/m 2/m 2/m),amma,"a = 6.245(1)å, b = 6.995(2)åc = 6.993(2)å; z=4",,"[010] perfect [100] perfect [001] good, resulting in pseudocubic fragments",brittle,white,transparent to translucent,56–84°,2,7.ad.30,simple or repeatedly on {011} common; contact twins rare on {120},28.3.2.1,,,,,,,some specimens fluoresce; many more fluoresce after heating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tremolite,inosilicates,ca2(mg5.0-4.5fe2+0.0-0.5)si8o22(oh)2,monoclinic,"white, gray, lavender to pink, light green, light yellow","elongated prismatic, or flattened crystals; also as fibrous, granular or columnar aggregates",,5 – 6,vitreous and silky,2.99 – 3.03,,biaxial (-),nα = 1.599 - 1.612 nβ = 1.613 - 1.626 nγ = 1.625 - 1.637,δ = 0.026,,"short uv=yellow, long uv=range pink",,tr[1],prismatic (2/m) (same h-m symbol),c2/m (no. 12),"a = 9.84å, b = 18.02å c = 5.27å; β = 104.95°; z=2",,perfect on {110} at 56° and 124°; partings on {010} and {100},brittle,white,transparent to translucent,measured: 86° to 88°,,9.de.10,"simple or multiple, common parallel to {100}; rarely parallel to {001}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hardystonite,sorosilicates,ca2znsi2o7,tetragonal,"light brownish white, pale greyish-white, very pale pink",massive granular,,3-4,"vitreous, resinous, greasy, dull",3.396–3.443,,uniaxial (-),nω = 1.672 nε = 1.661,,,purple to violet blue in short wave ultraviolet light,,hdy[1],scalenohedral (42m) h-m symbol: (4 2m),p421m,a = 7.8287(16)å c = 5.0140(2)å; z=2,,"[001] good, [100] and [110] fair",brittle,,transparent to translucent,,,9.bb.10,,55.4.2.2,,,,,,,,,,,,,,,,,,hydrothermal alteration to clinohedrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heliodor,cyclosilicate,be3al2si6o18,hexagonal,"green, blue, yellow, colorless, pink, and others","prismatic to tabular crystals; radial, columnar; granular to compact massive",conchoidal to irregular,7.5–8.0,vitreous to resinous,2.63–2.92,,uniaxial (−),nω = 1.564–1.595 nε = 1.568–1.602,δ = 0.0040–0.0070,weak to distinct,"none (some fracture filling materials used to improve emerald's clarity do fluoresce, but the stone itself does not). morganite has weak violet fluorescence.",,brl[1],dihexagonal dipyramidal (6/mmm) h-m symbol: (6/m 2/m 2/m),p6/mcc,"a = 9.21å, c = 9.19å; z=2",537.50g/mol,imperfect on  {0001},brittle,white,transparent to translucent,,,9.cj.05,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
